UNIPROT,has,description
up:Q5FWF4,hsa:84083,ZRANB3; zinc finger RANBP2-type containing 3
up:Q8NFY4,hsa:80031,SEMA6D; semaphorin 6D
up:P18405,hsa:6715,SRD5A1; steroid 5 alpha-reductase 1
up:P19623,hsa:6723,SRM; spermidine synthase
up:Q9NR50,hsa:8891,EIF2B3; eukaryotic translation initiation factor 2B subunit gamma
up:Q8IZP7,hsa:266722,HS6ST3; heparan sulfate 6-O-sulfotransferase 3
up:Q7RTX9,hsa:151473,SLC16A14; solute carrier family 16 member 14
up:Q9ULJ7,hsa:57182,ANKRD50; ankyrin repeat domain 50
up:O43251,hsa:23543,RBFOX2; RNA binding fox-1 homolog 2
up:Q08828,hsa:107,ADCY1; adenylate cyclase 1
up:Q99707,hsa:4548,MTR; 5-methyltetrahydrofolate-homocysteine methyltransferase
up:Q9NQE7,hsa:10279,PRSS16; serine protease 16
up:Q08AG7,hsa:440145,MZT1; mitotic spindle organizing protein 1
up:Q9Y5M8,hsa:58477,SRPRB; SRP receptor subunit beta
up:Q86X19,hsa:200728,TMEM17; transmembrane protein 17
up:O15034,hsa:23504,RIMBP2; RIMS binding protein 2
up:Q8N0U8,hsa:154807,VKORC1L1; vitamin K epoxide reductase complex subunit 1 like 1
up:Q96S66,hsa:23155,CLCC1; chloride channel CLIC like 1
up:P04080,hsa:1476,CSTB; cystatin B
up:P04066,hsa:2517,FUCA1; alpha-L-fucosidase 1
up:P04062,hsa:2629,GBA; glucosylceramidase beta
up:P23378,hsa:2731,GLDC; glycine decarboxylase
up:P06213,hsa:3643,INSR; insulin receptor
up:P06213,hsa:3643,INSR; insulin receptor
up:P54802,hsa:4669,NAGLU; N-acetyl-alpha-glucosaminidase
up:O15118,hsa:4864,NPC1; NPC intracellular cholesterol transporter 1
up:P06865,hsa:3073,HEXA; hexosaminidase subunit alpha
up:P38435,hsa:2677,GGCX; gamma-glutamyl carboxylase
up:Q14416,hsa:2912,GRM2; glutamate metabotropic receptor 2
up:P16066,hsa:4881,NPR1; natriuretic peptide receptor 1
up:P08183,hsa:5243,ABCB1; ATP binding cassette subfamily B member 1
up:Q9Y6F1,hsa:10039,PARP3; poly(ADP-ribose) polymerase family member 3
up:P62699,hsa:51646,YPEL5; yippee like 5
up:P55265,hsa:103,ADAR; adenosine deaminase RNA specific
up:Q6ZNC4,hsa:619279,ZNF704; zinc finger protein 704
up:Q2M385,hsa:219972,MPEG1; macrophage expressed 1
up:Q6ZP29,hsa:54896,SLC66A1; solute carrier family 66 member 1
up:Q8N2K0,hsa:26090,"ABHD12; abhydrolase domain containing 12, lysophospholipase"
up:Q7Z3C6,hsa:79065,ATG9A; autophagy related 9A
up:Q5JPH6,hsa:124454,"EARS2; glutamyl-tRNA synthetase 2, mitochondrial"
up:Q6MZM0,hsa:341208,HEPHL1; hephaestin like 1
up:P10619,hsa:5476,CTSA; cathepsin A
up:Q9C040,hsa:23321,TRIM2; tripartite motif containing 2
up:Q8IXH6,hsa:58476,TP53INP2; tumor protein p53 inducible nuclear protein 2
up:Q8N2E2,hsa:221806,VWDE; von Willebrand factor D and EGF domains
up:Q86W33,hsa:131601,TPRA1; transmembrane protein adipocyte associated 1
up:Q9ULQ1,hsa:53373,TPCN1; two pore segment channel 1
up:O60231,hsa:8449,DHX16; DEAH-box helicase 16
up:Q8NBK3,hsa:285362,SUMF1; sulfatase modifying factor 1
up:Q15306,hsa:3662,IRF4; interferon regulatory factor 4
up:P13591,hsa:4684,NCAM1; neural cell adhesion molecule 1
up:P50750,hsa:1025,CDK9; cyclin dependent kinase 9
up:Q7Z4H7,hsa:54801,HAUS6; HAUS augmin like complex subunit 6
up:Q7Z3U7,hsa:23041,"MON2; MON2 homolog, regulator of endosome-to-Golgi trafficking"
up:Q8IZH2,hsa:54464,XRN1; 5'-3' exoribonuclease 1
up:Q8NBN3,hsa:25963,TMEM87A; transmembrane protein 87A
up:Q07812,hsa:581,"BAX; BCL2 associated X, apoptosis regulator"
up:Q14596,hsa:4077,NBR1; NBR1 autophagy cargo receptor
up:O43414,hsa:79033,ERI3; ERI1 exoribonuclease family member 3
up:Q9NWS1,hsa:55010,PARPBP; PARP1 binding protein
up:Q7Z401,hsa:10260,DENND4A; DENN domain containing 4A
up:Q9C0G6,hsa:1768,DNAH6; dynein axonemal heavy chain 6
up:P31689,hsa:3301,DNAJA1; DnaJ heat shock protein family (Hsp40) member A1
up:P63261,hsa:71,ACTG1; actin gamma 1
up:P09874,hsa:142,PARP1; poly(ADP-ribose) polymerase 1
up:P40313,hsa:1506,CTRL; chymotrypsin like
up:P63241,hsa:1984,EIF5A; eukaryotic translation initiation factor 5A
up:P35556,hsa:2201,FBN2; fibrillin 2
up:O95390,hsa:10220,GDF11; growth differentiation factor 11
up:P20645,hsa:4074,"M6PR; mannose-6-phosphate receptor, cation dependent"
up:O14508,hsa:8835,SOCS2; suppressor of cytokine signaling 2
up:Q9H015,hsa:6583,SLC22A4; solute carrier family 22 member 4
up:O15455,hsa:7098,TLR3; toll like receptor 3
up:Q92752,hsa:7143,TNR; tenascin R
up:O15297,hsa:8493,"PPM1D; protein phosphatase, Mg2+/Mn2+ dependent 1D"
up:O43688,hsa:8612,PLPP2; phospholipid phosphatase 2
up:O95271,hsa:8658,TNKS; tankyrase
up:O15438,hsa:8714,ABCC3; ATP binding cassette subfamily C member 3
up:O76093,hsa:8817,FGF18; fibroblast growth factor 18
up:P51452,hsa:1845,DUSP3; dual specificity phosphatase 3
up:O94761,hsa:9401,RECQL4; RecQ like helicase 4
up:Q01459,hsa:1486,CTBS; chitobiase
up:P50453,hsa:5272,SERPINB9; serpin family B member 9
up:P50453,hsa:5272,SERPINB9; serpin family B member 9
up:O60669,hsa:9194,SLC16A7; solute carrier family 16 member 7
up:O76071,hsa:9391,CIAO1; cytosolic iron-sulfur assembly component 1
up:Q92521,hsa:9488,PIGB; phosphatidylinositol glycan anchor biosynthesis class B
up:Q99999,hsa:9514,GAL3ST1; galactose-3-O-sulfotransferase 1
up:P17861,hsa:7494,XBP1; X-box binding protein 1
up:O95072,hsa:9985,REC8; REC8 meiotic recombination protein
up:Q16819,hsa:4224,MEP1A; meprin A subunit alpha
up:O00237,hsa:7844,RNF103; ring finger protein 103
up:Q9NP58,hsa:10058,ABCB6; ATP binding cassette subfamily B member 6 (Langereis blood group)
up:Q9Y4X5,hsa:25820,ARIH1; ariadne RBR E3 ubiquitin protein ligase 1
up:P48039,hsa:4543,MTNR1A; melatonin receptor 1A
up:Q15843,hsa:4738,NEDD8; NEDD8 ubiquitin like modifier
up:Q9UKK3,hsa:143,PARP4; poly(ADP-ribose) polymerase family member 4
up:P11142,hsa:3312,HSPA8; heat shock protein family A (Hsp70) member 8
up:Q14554,hsa:10954,PDIA5; protein disulfide isomerase family A member 5
up:P48723,hsa:6782,HSPA13; heat shock protein family A (Hsp70) member 13
up:Q9UNN5,hsa:11124,FAF1; Fas associated factor 1
up:Q9NZT2,hsa:11054,OGFR; opioid growth factor receptor
up:O95273,hsa:23582,CCNDBP1; cyclin D1 binding protein 1
up:Q8N531,hsa:26233,FBXL6; F-box and leucine rich repeat protein 6
up:P49902,hsa:22978,"NT5C2; 5'-nucleotidase, cytosolic II"
up:Q14145,hsa:9817,KEAP1; kelch like ECH associated protein 1
up:O95427,hsa:23556,PIGN; phosphatidylinositol glycan anchor biosynthesis class N
up:Q9NRA2,hsa:26503,SLC17A5; solute carrier family 17 member 5
up:Q9BZX2,hsa:7371,UCK2; uridine-cytidine kinase 2
up:Q8WY64,hsa:29116,MYLIP; myosin regulatory light chain interacting protein
up:Q9Y2G1,hsa:745,MYRF; myelin regulatory factor
up:Q9UKY4,hsa:29954,POMT2; protein O-mannosyltransferase 2
up:Q86WC4,hsa:28962,OSTM1; osteoclastogenesis associated transmembrane protein 1
up:Q15629,hsa:23471,TRAM1; translocation associated membrane protein 1
up:O95786,hsa:23586,DDX58; DExD/H-box helicase 58
up:O95786,hsa:23586,DDX58; DExD/H-box helicase 58
up:Q9Y5X3,hsa:27131,SNX5; sorting nexin 5
up:O60285,hsa:9891,NUAK1; NUAK family kinase 1
up:Q6P996,hsa:23042,PDXDC1; pyridoxal dependent decarboxylase domain containing 1
up:Q6P996,hsa:23042,PDXDC1; pyridoxal dependent decarboxylase domain containing 1
up:Q96Q15,hsa:23049,SMG1; SMG1 nonsense mediated mRNA decay associated PI3K related kinase
up:Q2TAZ0,hsa:23130,ATG2A; autophagy related 2A
up:Q8IUH5,hsa:23390,ZDHHC17; zinc finger DHHC-type palmitoyltransferase 17
up:Q9BV44,hsa:25917,THUMPD3; THUMP domain containing 3
up:Q9UJ71,hsa:50489,CD207; CD207 molecule
up:Q9Y6I9,hsa:51368,"TEX264; testis expressed 264, ER-phagy receptor"
up:Q9UBI9,hsa:51696,"HECA; hdc homolog, cell cycle regulator"
up:Q13351,hsa:10661,KLF1; Kruppel like factor 1
up:Q9NS93,hsa:51768,TM7SF3; transmembrane 7 superfamily member 3
up:Q8NEV4,hsa:53904,MYO3A; myosin IIIA
up:Q9NRD9,hsa:53905,DUOX1; dual oxidase 1
up:Q14764,hsa:9961,MVP; major vault protein
up:Q9UGQ2,hsa:11094,CACFD1; calcium channel flower domain containing 1
up:Q9C0B9,hsa:54877,ZCCHC2; zinc finger CCHC-type containing 2
up:Q86V15,hsa:54897,CASZ1; castor zinc finger 1
up:Q8N357,hsa:54978,SLC35F6; solute carrier family 35 member F6
up:P57088,hsa:55161,TMEM33; transmembrane protein 33
up:Q6IA69,hsa:55191,NADSYN1; NAD synthetase 1
up:Q9NVA4,hsa:55751,TMEM184C; transmembrane protein 184C
up:Q96HH6,hsa:55266,TMEM19; transmembrane protein 19
up:Q9H920,hsa:55298,RNF121; ring finger protein 121
up:Q9BZD2,hsa:55315,SLC29A3; solute carrier family 29 member 3
up:Q9NUN5,hsa:55788,LMBRD1; LMBR1 domain containing 1
up:A6H8Y1,hsa:55814,"BDP1; B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
up:Q9NQY0,hsa:55909,BIN3; bridging integrator 3
up:Q9P2G1,hsa:54467,ANKIB1; ankyrin repeat and IBR domain containing 1
up:Q9BT22,hsa:56052,ALG1; ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
up:Q9NS00,hsa:56913,"C1GALT1; core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
up:Q96KG9,hsa:57410,SCYL1; SCY1 like pseudokinase 1
up:Q8TBH0,hsa:27106,ARRDC2; arrestin domain containing 2
up:Q9HCE9,hsa:57719,ANO8; anoctamin 8
up:P57775,hsa:6468,FBXW4; F-box and WD repeat domain containing 4
up:Q9BSE4,hsa:64224,HERPUD2; HERPUD family member 2
up:Q9H3U5,hsa:64747,MFSD1; major facilitator superfamily domain containing 1
up:Q96PB1,hsa:64921,CASD1; CAS1 domain containing 1
up:Q9BUX1,hsa:79094,CHAC1; ChaC glutathione specific gamma-glutamylcyclotransferase 1
up:Q04721,hsa:4853,NOTCH2; notch receptor 2
up:O60312,hsa:57194,ATP10A; ATPase phospholipid transporting 10A (putative)
up:P15848,hsa:411,ARSB; arylsulfatase B
up:Q86U90,hsa:79693,YRDC; yrdC N6-threonylcarbamoyltransferase domain containing
up:Q8NDH3,hsa:79716,NPEPL1; aminopeptidase like 1
up:P62330,hsa:382,ARF6; ADP ribosylation factor 6
up:Q8N4G2,hsa:80117,ARL14; ADP ribosylation factor like GTPase 14
up:Q9H720,hsa:80157,CWH43; cell wall biogenesis 43 C-terminal homolog
up:Q9BRR6,hsa:83440,ADPGK; ADP dependent glucokinase
up:Q9BTY2,hsa:2519,FUCA2; alpha-L-fucosidase 2
up:Q9BTY2,hsa:2519,FUCA2; alpha-L-fucosidase 2
up:Q9BRQ3,hsa:84304,NUDT22; nudix hydrolase 22
up:Q9BXM7,hsa:65018,PINK1; PTEN induced kinase 1
up:Q9NUB1,hsa:84532,ACSS1; acyl-CoA synthetase short chain family member 1
up:Q96G97,hsa:26580,"BSCL2; BSCL2 lipid droplet biogenesis associated, seipin"
up:Q9Y6H5,hsa:9627,SNCAIP; synuclein alpha interacting protein
up:Q8NF91,hsa:23345,SYNE1; spectrin repeat containing nuclear envelope protein 1
up:Q76MJ5,hsa:10595,ERN2; endoplasmic reticulum to nucleus signaling 2
up:O75382,hsa:10612,TRIM3; tripartite motif containing 3
up:P27701,hsa:3732,CD82; CD82 molecule
up:Q8NEW0,hsa:148867,SLC30A7; solute carrier family 30 member 7
up:Q96D70,hsa:91300,R3HDM4; R3H domain containing 4
up:Q96F25,hsa:199857,ALG14; ALG14 UDP-N-acetylglucosaminyltransferase subunit
up:Q9H3S5,hsa:93183,PIGM; phosphatidylinositol glycan anchor biosynthesis class M
up:Q8N697,hsa:121260,SLC15A4; solute carrier family 15 member 4
up:Q68CP4,hsa:138050,HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase
up:Q5TFE4,hsa:221294,NT5DC1; 5'-nucleotidase domain containing 1
up:Q8NHV1,hsa:168537,"GIMAP7; GTPase, IMAP family member 7"
up:P59047,hsa:126206,NLRP5; NLR family pyrin domain containing 5
up:Q86VR2,hsa:162427,RETREG3; reticulophagy regulator family member 3
up:Q8IWJ2,hsa:9648,GCC2; GRIP and coiled-coil domain containing 2
up:Q96Q11,hsa:51095,TRNT1; tRNA nucleotidyl transferase 1
up:Q6P4Q7,hsa:26504,CNNM4; cyclin and CBS domain divalent metal cation transport mediator 4
up:Q6P3R8,hsa:341676,NEK5; NIMA related kinase 5
up:Q9Y5L3,hsa:954,ENTPD2; ectonucleoside triphosphate diphosphohydrolase 2
up:Q8IVF4,hsa:196385,DNAH10; dynein axonemal heavy chain 10
up:Q9Y4W2,hsa:81887,LAS1L; LAS1 like ribosome biogenesis factor
up:Q5FYB0,hsa:79642,ARSJ; arylsulfatase family member J
up:Q8WV83,hsa:80255,SLC35F5; solute carrier family 35 member F5
up:Q02779,hsa:4294,MAP3K10; mitogen-activated protein kinase kinase kinase 10
up:Q99523,hsa:6272,SORT1; sortilin 1
up:O00255,hsa:4221,MEN1; menin 1
up:Q8TC07,hsa:64786,TBC1D15; TBC1 domain family member 15
up:Q96BY7,hsa:55102,ATG2B; autophagy related 2B
up:Q96DM1,hsa:161779,PGBD4; piggyBac transposable element derived 4
up:Q8TDY2,hsa:9821,RB1CC1; RB1 inducible coiled-coil 1
up:Q9Y345,hsa:9152,SLC6A5; solute carrier family 6 member 5
up:Q9H492,hsa:84557,MAP1LC3A; microtubule associated protein 1 light chain 3 alpha
up:Q8N7U6,hsa:151651,EFHB; EF-hand domain family member B
up:Q9BXT8,hsa:56163,RNF17; ring finger protein 17
up:Q9Y385,hsa:51465,UBE2J1; ubiquitin conjugating enzyme E2 J1
up:Q9Y385,hsa:51465,UBE2J1; ubiquitin conjugating enzyme E2 J1
up:Q8TBY9,hsa:144406,CFAP251; cilia and flagella associated protein 251
up:O60502,hsa:10724,OGA; O-GlcNAcase
up:Q9UGM3,hsa:1755,DMBT1; deleted in malignant brain tumors 1
up:Q6VMQ6,hsa:55729,ATF7IP; activating transcription factor 7 interacting protein
up:P24928,hsa:5430,POLR2A; RNA polymerase II subunit A
up:Q8NHV1,hsa:168537,"GIMAP7; GTPase, IMAP family member 7"
up:Q9BQ50,hsa:11219,TREX2; three prime repair exonuclease 2
up:Q96JH7,hsa:80124,VCPIP1; valosin containing protein interacting protein 1
up:Q96JI7,hsa:80208,"SPG11; SPG11 vesicle trafficking associated, spatacsin"
up:Q6ZNF0,hsa:390928,"ACP7; acid phosphatase 7, tartrate resistant (putative)"
up:O95490,hsa:23266,ADGRL2; adhesion G protein-coupled receptor L2
up:Q9UBX1,hsa:8722,CTSF; cathepsin F
up:Q2NKX9,hsa:388969,C2orf68; chromosome 2 open reading frame 68
up:Q8NBT3,hsa:284339,TMEM145; transmembrane protein 145
up:O60841,hsa:9669,EIF5B; eukaryotic translation initiation factor 5B
up:P19823,hsa:3698,ITIH2; inter-alpha-trypsin inhibitor heavy chain 2
up:Q8N9W6,hsa:66037,"BOLL; boule homolog, RNA binding protein"
up:Q8IVU9,hsa:219621,CABCOCO1; ciliary associated calcium binding coiled-coil 1
up:Q7Z2H8,hsa:206358,SLC36A1; solute carrier family 36 member 1
up:Q96C10,hsa:79132,DHX58; DExH-box helicase 58
up:O60239,hsa:9467,SH3BP5; SH3 domain binding protein 5
up:Q9HAT2,hsa:54414,SIAE; sialic acid acetylesterase
up:Q6Y2X3,hsa:85406,DNAJC14; DnaJ heat shock protein family (Hsp40) member C14
up:P15309,hsa:55,ACP3; acid phosphatase 3
up:Q6ZRP7,hsa:169714,QSOX2; quiescin sulfhydryl oxidase 2
up:P40305,hsa:3429,IFI27; interferon alpha inducible protein 27
up:Q569K6,hsa:550631,CCDC157; coiled-coil domain containing 157
up:Q6ZSM3,hsa:387700,SLC16A12; solute carrier family 16 member 12
up:Q9NR55,hsa:55509,BATF3; basic leucine zipper ATF-like transcription factor 3
up:P35858,hsa:3483,IGFALS; insulin like growth factor binding protein acid labile subunit
up:Q99614,hsa:7265,TTC1; tetratricopeptide repeat domain 1
up:P54803,hsa:2581,GALC; galactosylceramidase
up:P54136,hsa:5917,RARS1; arginyl-tRNA synthetase 1
up:P33527,hsa:4363,ABCC1; ATP binding cassette subfamily C member 1
up:P16152,hsa:873,CBR1; carbonyl reductase 1
up:A6NGN9,hsa:402665,IGLON5; IgLON family member 5
up:Q8IWZ3,hsa:54882,ANKHD1; ankyrin repeat and KH domain containing 1
up:Q8IWZ3,hsa:54882,ANKHD1; ankyrin repeat and KH domain containing 1
up:P11166,hsa:6513,SLC2A1; solute carrier family 2 member 1
up:Q86W50,hsa:79066,"METTL16; methyltransferase 16, N6-methyladenosine"
up:O75503,hsa:1203,CLN5; CLN5 intracellular trafficking protein
up:Q9BWH6,hsa:26015,RPAP1; RNA polymerase II associated protein 1
up:P10620,hsa:4257,MGST1; microsomal glutathione S-transferase 1
up:P49792,hsa:5903,RANBP2; RAN binding protein 2
up:Q8TDX9,hsa:168507,"PKD1L1; polycystin 1 like 1, transient receptor potential channel interacting"
up:Q8NFP4,hsa:266727,MDGA1; MAM domain containing glycosylphosphatidylinositol anchor 1
up:A2RU49,hsa:123688,HYKK; hydroxylysine kinase
up:Q7Z3Q1,hsa:283537,SLC46A3; solute carrier family 46 member 3
up:Q6PD62,hsa:9646,"CTR9; CTR9 homolog, Paf1/RNA polymerase II complex component"
up:Q9H5L6,hsa:79725,THAP9; THAP domain containing 9
up:P54253,hsa:6310,ATXN1; ataxin 1
up:O95428,hsa:89932,"PAPLN; papilin, proteoglycan like sulfated glycoprotein"
up:Q96KP1,hsa:55770,EXOC2; exocyst complex component 2
up:P07305,hsa:3005,H1-0; H1.0 linker histone
up:Q8N9N8,hsa:84285,EIF1AD; eukaryotic translation initiation factor 1A domain containing
up:Q9HCM4,hsa:57669,EPB41L5; erythrocyte membrane protein band 4.1 like 5
up:Q96KE9,hsa:90135,BTBD6; BTB domain containing 6
up:Q9H981,hsa:93973,ACTR8; actin related protein 8
up:Q8WV60,hsa:79810,PTCD2; pentatricopeptide repeat domain 2
up:Q2M3M2,hsa:200010,SLC5A9; solute carrier family 5 member 9
up:P48060,hsa:11010,GLIPR1; GLI pathogenesis related 1
up:Q8IVB5,hsa:128077,LIX1L; limb and CNS expressed 1 like
up:P62714,hsa:5516,PPP2CB; protein phosphatase 2 catalytic subunit beta
up:Q9P232,hsa:5067,CNTN3; contactin 3
up:Q08257,hsa:1429,CRYZ; crystallin zeta
up:Q9NRX4,hsa:29085,PHPT1; phosphohistidine phosphatase 1
up:Q7Z449,hsa:113612,CYP2U1; cytochrome P450 family 2 subfamily U member 1
up:Q7Z2H8,hsa:206358,SLC36A1; solute carrier family 36 member 1
up:Q13501,hsa:8878,SQSTM1; sequestosome 1
up:Q7Z7A3,hsa:90353,CTU1; cytosolic thiouridylase subunit 1
up:Q13445,hsa:11018,TMED1; transmembrane p24 trafficking protein 1
up:P62987,hsa:7311,UBA52; ubiquitin A-52 residue ribosomal protein fusion product 1
up:Q6ZSM3,hsa:387700,SLC16A12; solute carrier family 16 member 12
up:P01111,hsa:4893,"NRAS; NRAS proto-oncogene, GTPase"
up:Q5T5P2,hsa:56243,ETL4; KIAA1217
up:Q9UP38,hsa:8321,FZD1; frizzled class receptor 1
up:Q16772,hsa:2940,GSTA3; glutathione S-transferase alpha 3
up:O14730,hsa:8780,RIOK3; RIO kinase 3
up:Q5FYB0,hsa:79642,ARSJ; arylsulfatase family member J
up:Q9NRA2,hsa:26503,SLC17A5; solute carrier family 17 member 5
up:Q8IXT5,hsa:389677,RBM12B; RNA binding motif protein 12B
up:Q0VAM2,hsa:153020,RASGEF1B; RasGEF domain family member 1B
up:Q6XR72,hsa:55532,SLC30A10; solute carrier family 30 member 10
up:Q16832,hsa:4921,DDR2; discoidin domain receptor tyrosine kinase 2
up:Q13505,hsa:4580,MTX1; metaxin 1
up:Q9UK61,hsa:23272,TASOR; transcription activation suppressor
up:Q8IY18,hsa:23137,SMC5; structural maintenance of chromosomes 5
up:Q14831,hsa:2917,GRM7; glutamate metabotropic receptor 7
up:P49959,hsa:4361,"MRE11; MRE11 homolog, double strand break repair nuclease"
up:Q8N142,hsa:122622,ADSS1; adenylosuccinate synthase 1
up:Q8IZ52,hsa:79586,CHPF; chondroitin polymerizing factor
up:Q5XG87,hsa:11044,TENT4A; terminal nucleotidyltransferase 4A
up:Q8N7H5,hsa:54623,"PAF1; PAF1 homolog, Paf1/RNA polymerase II complex component"
up:P54803,hsa:2581,GALC; galactosylceramidase
up:Q6NT55,hsa:126410,CYP4F22; cytochrome P450 family 4 subfamily F member 22
up:Q96CA5,hsa:79444,BIRC7; baculoviral IAP repeat containing 7
up:Q92786,hsa:5629,PROX1; prospero homeobox 1
up:P23284,hsa:5479,PPIB; peptidylprolyl isomerase B
up:Q12908,hsa:6555,SLC10A2; solute carrier family 10 member 2
up:Q13501,hsa:8878,SQSTM1; sequestosome 1
up:Q9H0E9,hsa:10902,BRD8; bromodomain containing 8
up:P55196,hsa:4301,"AFDN; afadin, adherens junction formation factor"
up:O94812,hsa:8938,BAIAP3; BAI1 associated protein 3
up:P55316,hsa:2290,FOXG1; forkhead box G1
up:Q8N9N2,hsa:51008,ASCC1; activating signal cointegrator 1 complex subunit 1
up:Q8WV22,hsa:197370,"NSMCE1; NSE1 homolog, SMC5-SMC6 complex component"
up:Q8WWH4,hsa:136991,"ASZ1; ankyrin repeat, SAM and basic leucine zipper domain containing 1"
up:Q9H8U3,hsa:60685,ZFAND3; zinc finger AN1-type containing 3
up:Q8IYB3,hsa:10250,SRRM1; serine and arginine repetitive matrix 1
up:Q9H6S3,hsa:64787,EPS8L2; EPS8 like 2
up:Q92636,hsa:8439,NSMAF; neutral sphingomyelinase activation associated factor
up:Q6V0I7,hsa:79633,FAT4; FAT atypical cadherin 4
up:Q49AA0,hsa:339559,ZFP69; ZFP69 zinc finger protein
up:P34947,hsa:2869,GRK5; G protein-coupled receptor kinase 5
up:O95460,hsa:8785,MATN4; matrilin 4
up:Q8N5L8,hsa:138716,RPP25L; ribonuclease P/MRP subunit p25 like
up:Q15477,hsa:6499,SKIV2L; Ski2 like RNA helicase
up:O43824,hsa:8225,GTPBP6; GTP binding protein 6 (putative)
up:Q9NVU7,hsa:55153,SDAD1; SDA1 domain containing 1
up:Q86TD4,hsa:6345,SRL; sarcalumenin
up:Q9UBQ7,hsa:9380,GRHPR; glyoxylate and hydroxypyruvate reductase
up:O60508,hsa:51362,CDC40; cell division cycle 40
up:Q9HBF4,hsa:53349,ZFYVE1; zinc finger FYVE-type containing 1
up:Q9UPT6,hsa:23162,MAPK8IP3; mitogen-activated protein kinase 8 interacting protein 3
up:P62633,hsa:7555,CNBP; CCHC-type zinc finger nucleic acid binding protein
up:Q5T8I9,hsa:113802,HENMT1; HEN methyltransferase 1
up:Q13093,hsa:7941,PLA2G7; phospholipase A2 group VII
up:P27694,hsa:6117,RPA1; replication protein A1
up:Q9HBK9,hsa:57412,AS3MT; arsenite methyltransferase
up:Q9Y6N9,hsa:10083,USH1C; USH1 protein network component harmonin
up:Q8IZT8,hsa:222537,HS3ST5; heparan sulfate-glucosamine 3-sulfotransferase 5
up:P49281,hsa:4891,SLC11A2; solute carrier family 11 member 2
up:Q15417,hsa:1266,CNN3; calponin 3
up:Q9NRZ5,hsa:56895,AGPAT4; 1-acylglycerol-3-phosphate O-acyltransferase 4
up:Q8N392,hsa:93663,ARHGAP18; Rho GTPase activating protein 18
up:Q9NPJ8,hsa:55916,NXT2; nuclear transport factor 2 like export factor 2
up:Q9Y6J0,hsa:23523,CABIN1; calcineurin binding protein 1
up:Q9ULV1,hsa:8322,FZD4; frizzled class receptor 4
up:O00560,hsa:6386,SDCBP; syndecan binding protein
up:Q9Y2W6,hsa:11022,TDRKH; tudor and KH domain containing
up:Q8N3J6,hsa:253559,CADM2; cell adhesion molecule 2
up:Q6YHK3,hsa:135228,CD109; CD109 molecule
up:Q96HY6,hsa:65992,DDRGK1; DDRGK domain containing 1
up:P21941,hsa:4146,MATN1; matrilin 1
up:P24855,hsa:1773,DNASE1; deoxyribonuclease 1
up:Q9UBV2,hsa:6400,SEL1L; SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
up:P78330,hsa:5723,PSPH; phosphoserine phosphatase
up:Q9NYU2,hsa:56886,UGGT1; UDP-glucose glycoprotein glucosyltransferase 1
